,Company_Name,Location,Industry,Investor,Amount,Funding_Stage,Year
2624,Drivezy,Bengaluru,"Automotive, Rental, Sharing Economy",,"$100,000,000",Debt Financing,2018
2625,Freyr Energy,Hyderabad,"Energy, Environmental Consulting, Renewable Energy, Solar",,"$1,500,000",Series A,2018
2626,NIRAMAI Health Analytix,Bangalore,"Health Care, Hospital",,"$6,000,000",Seed,2018
2627,CloudSek,Bengaluru,"Information Technology, SaaS, Security",,"₹140,000,000",Seed,2018
2628,Lendbox,Delhi,"Crowdfunding, Financial Services, Internet",,"₹60,000,000",Seed,2018
2629,Verloop,Bangalore,"Customer Service, Information Technology, Internet, Sales Automation",,"$3,000,000",Series A,2018
2630,Flickstree,Mumbai,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming",,—,Seed,2018
2631,Paymatrix,Hyderabad,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",,"$100,000",Seed,2018
2632,Idha Skin Clinic,Bangalore,"Beauty, Cosmetics, Health Care, Service Industry",,"₹5,000,000",Seed,2018
2633,InCred,Mumbai,"Banking, Finance, Financial Services",,"$41,900,000",Private Equity,2018
2634,Vedantu,Bangalore,"EdTech, Education, Mobile, Tutoring",,"$11,000,000",Series B,2018
2635,Sportido,Noida,"Social Media, Sports",,—,Seed,2018
2636,Stelis Biopharma,Bangalore,Biopharma,,"$100,000,000",Series B,2018
2637,Magicpin,Gurgaon,"E-Commerce, E-Commerce Platforms, Retail",,"₹1,410,000,000",Series C,2018
2638,Try & Buy,Delhi,"E-Commerce, Fashion, Shopping",,—,Seed,2018
2639,Mech Mocha,Bangalore,"Digital Entertainment, Mobile, PC Games",,"$3,530,000",Series B,2018
2640,Aye Finance,Gurgaon,"Finance, Financial Services, Small and Medium Businesses",,"₹72,000,000",Debt Financing,2018
2641,Aldopay,Chennai,Mobile Payments,,"$200,000",Seed,2018
2642,Detect Technologies,Chennai,"Artificial Intelligence, Energy, Oil and Gas",,"$3,300,000",Series A,2018
2643,Signzy,Bangalore,"Computer, FinTech, Risk Management, Software",,"₹240,000,000",Series A,2018
2644,CashRich,Mumbai,"Apps, Financial Services, FinTech",,"$1,000,000",Seed,2018
2645,Cloudnine Hospitals,Bangalore,"Child Care, Health Care, Hospital, Medical, Women's",,—,Private Equity,2018
2646,CropIn Technologies,Bengaluru,"Agriculture, Mobile",,"₹580,000,000",Series B,2018
2647,Billdesk,Ahmedabad,"Finance, FinTech, Payments, Property Development, Rental",,—,Venture - Series Unknown,2018
2648,Yaantra,Delhi,"Information Services, Information Technology, Mobile, Software",,"$2,000,000",Debt Financing,2018
2649,TECHBOOZE,Delhi,Education,,"$100,000",Seed,2018
2650,HealthifyMe,Bangalore,"Apps, Fitness, Health Care, mHealth",,"$6,000,000",Series B,2018
2651,hoi foods,Gurgaon,"Food and Beverage, Food Delivery",,"₹36,000,000",Seed,2018
2652,Perpule,Bangalore,"Apps, Payments, Retail",,"₹340,000,000",Series A,2018
2653,Royal Sundaram General Insurance Co. Limited,Kalpakkam,"Health Insurance, Insurance, Life Insurance",,"$210,000,000",Corporate Round,2018
2654,CleanseCar,Bangalore,Automotive,,"₹35,000,000",Angel,2018
2655,DRIVEU,Bengaluru,"Rental, Taxi Service, Travel",,"₹70,000,000",Venture - Series Unknown,2018
2656,Spinny,Gurgaon,"E-Commerce, E-Commerce Platforms, Internet, Retail",,"$11,000,000",Series A,2018
2657,Asset Reconstruction Company (India) Ltd.,Mumbai,"Financial Services, Professional Services",,—,Secondary Market,2018
2658,Med365 Healthcare,Jaipur,Health Diagnostics,,"₹50,000,000",Seed,2018
2659,Dunzo,Bangalore,"Customer Service, Messaging, Mobile Apps, Personalization",,"₹70,000,000",Debt Financing,2018
2660,Mobile Premier League (MPL),Bengaluru,"Gaming, iOS, Sports",,"$5,000,000",Series A,2018
2661,WalMart India,Gurgaon,Retail,,"$37,680,000",Venture - Series Unknown,2018
2662,Cred,Bengaluru,—,,—,Seed,2018
2663,Meesho,Bangalore,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",,"$50,000,000",Series C,2018
2664,BhaskarGuru,Bhopal,Search Engine,,"$1,000,000",Seed,2018
2665,Gugu,Coimbatore,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",,"$250,000",Seed,2018
2666,FarmTaaza,Bengaluru,"Agriculture, Farmers Market, Farming",,—,Series A,2018
2667,Vizzbee,Bhopal,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",,"$20,000",Pre-Seed,2018
2668,BIGPHI TECHNOLOGIES PVT. LTD.,Bangalore,Fashion,,"$900,000",Angel,2018
2669,Mobycy,Gurgaon,"Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",,—,Angel,2018
2670,Traveo Soft Pvt. Ltd.,Bangalore,"Mobile, Software, Travel",,"₹1,200,000",Undisclosed,2018
2671,Em Personal Care,Worli,Cosmetics,,—,Seed,2018
2672,Lucideus,Delhi,"Consulting, Cyber Security, Network Security",,5000000,Venture - Series Unknown,2018
2673,Eupheus Learning,Delhi,"E-Learning, EdTech, Education",,—,Seed,2018
2674,GamingMonk,Delhi,"eSports, Gaming, Video Games",,"₹40,000,000",Series A,2018
2675,Sukkhi Jewellery,Mumbai,"Fashion, Jewelry",,"₹510,000,000",Venture - Series Unknown,2018
2676,INDwealth,Gurgaon,Financial Services,,"₹2,200,000,000",Seed,2018
2677,Medikabazaar,Mumbai,"B2B, Medical Device",,5000000,Series A,2018
2678,NIRA,Bengaluru,"Credit, Financial Services, FinTech, Lending",,1000000,Seed,2018
2679,Duroflex Pvt. Ltd.,Alleppey,"Consumer Goods, Manufacturing",,22000000,Private Equity,2018
2680,Clensta,Delhi,"Biotechnology, Health Care, Wellness",,—,Seed,2018
2681,Jetbrain Robotics,Gurgaon,"Health Care, Hospital, Medical, Robotics",,70000,Seed,2018
2682,Medimetry,Haryana,Health Care,,—,Seed,2018
2683,Healthkart,Gurgaon,"E-Commerce, Fitness, Health Care",,10000000,Venture - Series Unknown,2018
2684,Indiabulls Ventures,Mumbai,"Financial Services, Venture Capital",,"₹15,392,000,000",Post-IPO Equity,2018
2685,Vistara,Haryana,Aerospace,,"₹20,000,000,000",Private Equity,2018
2686,ClearTax,Delhi,"Accounting, Apps, FinTech",,"₹4,000,000,000",Series B,2018
2687,Shuttl,Gurgaon,"Apps, Mobile, Transportation",,1000000,Debt Financing,2018
2688,GuruQ,Delhi,Reading Apps,,"₹25,000,000",Seed,2018
2689,Azure Power,Delhi,"Energy, Renewable Energy, Solar",,185000000,Post-IPO Equity,2018
2690,Cube,Mumbai,"Banking, Financial Services, FinTech",,"₹140,000,000",Series A,2018
2691,RAHI Care,Chandigarh,"Health Care, Hospital",,—,Venture - Series Unknown,2018
2692,Mynvax,Bangalore,Biotechnology,,—,Angel,2018
2693,Loans4SME,Mumbai,Financial Services,,—,Seed,2018
2694,UpCyclersLab,Mumbai,"Apps, Education, Retail",,—,Seed,2018
2695,Cellerite Systems,Hyderabad,Electric Vehicle,,—,Seed,2018
2696,Taru Naturals,Mumbai,"Agriculture, Farming",,—,Seed,2018
2697,LetsMD,Delhi,"Fitness, Health Care, Wellness",,1000000,Seed,2018
2698,Twenty Two Motors,Haryana,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",,65000000,Corporate Round,2018
2699,Truebil,Mumbai,"Automotive, E-Commerce, Marketplace",,2000000,Series A,2018
2700,FarmersFZ,Kochi,Agriculture,,—,Seed,2018
2701,Worxogo,Bangalore,Information Technology,,"₹165,000,000",Series A,2018
2702,Vivish Technologies (myGate),Bengaluru,"Apps, Information Services, Information Technology",,"₹650,000,000",Series A,2018
2703,Singularity Dynamics,Bengaluru,Artificial Intelligence,,—,Seed,2018
2704,Virtual MetalStreet(MetalStreet),Bengaluru,"B2B, Marketplace",,700000,Angel,2018
2705,Veritas Finance,Guindy,Financial Services,,30000000,Venture - Series Unknown,2018
2706,Manjushree Technopack,Bangalore,Packaging Services,,—,Private Equity,2018
2707,GoZefo,Bangalore,"Computer, Furniture, Software",,"₹210,000,000",Venture - Series Unknown,2018
2708,Zomato,Gurgaon,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",,210000000,Secondary Market,2018
2709,Innov8 Coworking,Delhi,"Collaboration, Communities, Coworking, Real Estate",,4000000,Seed,2018
2710,RevFin,Delhi,"Accounting, Banking, Finance",,—,Seed,2018
2711,Lavelle Networks,Bengaluru,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",,"₹20,000,000",Venture - Series Unknown,2018
2712,Blackbuck,Bengaluru,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",,"₹2,029,600,000",Series D,2018
2713,Cardekho,Gurgaon,"Automotive, E-Commerce, Information Services",,75000000,Series C,2018
2714,ElasticRun,Pune,"Delivery, Logistics, Transportation",,"₹600,000,000",Series B,2018
2715,Droom Technology Private Limited,Gurgaon,"Automotive, E-Commerce Platforms, Marketplace",,30000000,Series E,2018
2716,Vogo Rentals,Kormangala,"Last Mile Transportation, Railroad, Transportation, Travel",,"₹80,000,000",Debt Financing,2018
2717,InnerChef,Gurgaon,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",,1760000,Venture - Series Unknown,2018
2718,LivQuik,Mumbai,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",,2700000,Corporate Round,2018
2719,Disprz,Chennai,"E-Learning, Education",,400000,Debt Financing,2018
2720,9stacks,Delhi,"Online Games, Software",,"₹280,000,000",Series A,2018
2721,Origo,Gurgaon,—,,"₹800,000,000",Venture - Series Unknown,2018
2722,YourOwnROOM,Bangalore,"Online Portals, Property Management, Rental",,750000,Seed,2018
2723,Vahdam Teas,Delhi,"E-Commerce, Food and Beverage, Tea",,2500000,Series B,2018
2724,Spoofin,Delhi,"Music, Social Network, Video",,—,Venture - Series Unknown,2018
2725,Strom Motors,Mumbai,Automotive,,—,Angel,2018
2726,PharmEasy,Mumbai,"Health Care, Pharmaceutical, Wellness",,80000000,Series C,2018
2727,Licious,Bengaluru,"Delivery Service, Food and Beverage, Food Delivery",,25000000,Series C,2018
2728,Stanza Living,Delhi,"Hospitality, Information Technology, Travel Accommodations",,"₹730,000,000",Venture - Series Unknown,2018
2729,docturnal,Hyderabad,"Biotechnology, Diabetes, Health Care",,—,Seed,2018
2730,Bounce (Metro Bikes),Bangalore,"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",,3000000,Debt Financing,2018
2731,Technology 9 Labs (T9L),Delhi,Information Technology,,—,Corporate Round,2018
2732,Goals101,Delhi,Financial Services,,3500000,Seed,2018
2733,Satya MicroCapital,Delhi,"Finance, Financial Exchanges, Financial Services, Micro Lending",,"₹400,000,000",Venture - Series Unknown,2018
2734,Ummeed Housing Finance Private Limited,Haryana,"Finance, Financial Services",,"₹600,000,000",Series C,2018
2735,StockEdge,Kolkata,"Analytics, Apps, Market Research",,1100000,Seed,2018
2736,Sequretek,Mumbai,—,,3700000,Venture - Series Unknown,2018
2737,Avenues Payments India Pvt. Ltd.,Mumbai,—,,1300000,Corporate Round,2018
2738,Qbera,Bangalore,"Finance, Financial Services",,"₹140,000,000",Venture - Series Unknown,2018
2739,Urban Ladder,Bangalore,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",,5600000,Debt Financing,2018
2740,Planet11 eCommerce Solutions India (Avenue11),Bengaluru,—,,"₹260,000,000",Corporate Round,2018
2741,DailyNinja,Bengaluru,"Apps, Mobile, Mobile Apps, Software",,—,Series A,2018
2742,Iba Halal Care,Ahmedabad,—,,"₹150,000,000",Series A,2018
2743,Knocksense,Lucknow,"News, Publishing, Social Media",,—,Seed,2018
2744,Togedr,Gurgaon,—,,—,Venture - Series Unknown,2018
2745,Parkwheels,Haryana,"Industrial, Industrial Automation",,"₹12,000,000",Seed,2018
2746,ShareChat,Bangalore,"Internet, Mobile Apps, Social Network",,99230000,Series C,2018
2747,Cyclops Medtech,Bangalore,"Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",,1000000,Seed,2018
2748,Livspace,Bangalore,"E-Commerce, Furniture, Interior Design",,70000000,Series C,2018
2749,NewsBytes,Gurgaon,"Apps, Events, News",,1000000,Seed,2018
2750,Leena AI,Gurgaon,"Artificial Intelligence, Human Resources, Information Services, Information Technology",,2000000,Seed,2018
2751,Max Healthcare,Delhi,"Health Care, Hospital, Supply Chain Management",,—,Corporate Round,2018
2752,GoBolt,Delhi,"Logistics, Railroad, Transportation",,"₹400,000,000",Venture - Series Unknown,2018
2753,GoGaga,Bangalore,"Dating, Private Social Networking",,40000,Non-equity Assistance,2018
2754,Mate Labs,Bangalore,"Artificial Intelligence, Machine Learning, PaaS",,550000,Seed,2018
2755,Furlenco,Bangalore,"Consumer, Furniture, Home Decor, Home Improvement",,—,Series C,2018
2756,Ola,Kormangala,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",,50000000,Venture - Series Unknown,2018
2757,DocPrime,Haryana,"Health Care, Health Insurance",,50000000,Funding Round,2018
2758,CLP India Pvt. Ltd.,Mumbai,"Energy, Natural Resources",,365000000,Private Equity,2018
2759,Xplorabox,Noida,"E-Commerce, Education, Health Care",,—,Seed,2018
2760,Myra,Bangalore,"Apps, Health Care, Pharmaceutical",,"₹8,750,000",Venture - Series Unknown,2018
2761,Vokal,Bengaluru,"Internet, Knowledge Management",,1500000,Series A,2018
2762,Kissht,Mumbai,"Credit, Finance, FinTech, Lending, Sales Automation",,30000000,Series C,2018
2763,Upwards Fintech,Mumbai,"Banking, Financial Services, Internet",,5000000,Series A,2018
2764,Bon(Bonfleet Solutions),Pune,"Financial Services, FinTech",,"₹78,000,000",Seed,2018
2765,Mamaearth,Gurugram,"E-Commerce, Health Care, Retail",,4000000,Series A,2018
2766,BabyChakra,Mumbai,"Child Care, Information Technology",,—,Series B,2018
2767,Belstar Investment and Finance Private Limited,Chennai,"Financial Services, Micro Lending",,28000000,Venture - Series Unknown,2018
2768,Naaptol,Mumbai,"E-Commerce, Retail, Shopping",,15000000,Venture - Series Unknown,2018
2769,Moonshine Meadery,Pune,Food and Beverage,,—,Seed,2018
2770,Verzeo,Bangalore,E-Learning,,5000000,Series A,2018
2771,Haazri,Mumbai,"Food and Beverage, Snack Food, Tea",,"₹12,500,000",Seed,2018
2772,Connect India,Delhi,"Delivery Service, E-Commerce, Logistics",,—,Angel,2018
2773,Flyrobe,Mumbai,"Fashion, Lifestyle, Rental",,"₹264,000,000",Series B,2018
2774,Scholify,Bengaluru,—,,—,Pre-Seed,2018
2775,Dream11,Mumbai,"Fantasy Sports, Mobile, Sports",,100000000,Series D,2018
2776,srJna,Jaipur,Education,,—,Seed,2018
2777,Nykaa,Mumbai,"Beauty, Fashion, Wellness",,"₹1,130,000,000",Secondary Market,2018
2778,Chaayos,Delhi,"Food and Beverage, Restaurants, Tea",,"₹810,000,000",Series B,2018
2779,Heelium,Pune,"Fitness, Sporting Goods, Sports",,—,Seed,2018
2780,LT Foods,Delhi,"Food and Beverage, Food Processing, Manufacturing",,"₹1,400,000,000",Post-IPO Equity,2018
2781,Multibashi,Bengaluru,"E-Learning, Internet",,"₹10,000,000",Seed,2018
2782,Cleardekho,Ghaziabad,"Eyewear, Internet",,—,Venture - Series Unknown,2018
2783,Dailyhunt,Bangalore,"Information Technology, Mobile, News, Operating Systems, Social Media, Social News",,6000000,Series E,2018
2784,SlicePay,Bengaluru,"FinTech, Internet, Payments, Service Industry",,14900000,Series A,2018
2785,Udaan,Bangalore,"B2B, Business Development, Internet, Marketplace",,225000000,Series C,2018
2786,Happyeasygo Group,Haryana,"Tourism, Travel",,—,Series A,2018
2787,Mombay,Mumbai,"Food and Beverage, Food Delivery, Internet",,7500,Seed,2018
2788,Droni Tech,Mumbai,Information Technology,,"₹35,000,000",Seed,2018
2789,Netmeds,Chennai,"Biotechnology, Health Care, Pharmaceutical",,35000000,Series C,2018
2790,Bombay Shaving,Unknown,Ecommerce,Sixth Sense Ventures,"$6,300,000",,2019
2791,Ruangguru,Mumbai,Edtech,General Atlantic,"$150,000,000",Series C,2019
2792,Eduisfun,Mumbai,Edtech,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey","$28,000,000",Fresh funding,2019
2793,HomeLane,Chennai,Interior design,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs","$30,000,000",Series D,2019
2794,Nu Genes,Telangana,AgriTech,Innovation in Food and Agriculture (IFA),"$6,000,000",,2019
2795,FlytBase,Pune,Technology,Undisclosed,Undisclosed,,2019
2796,Finly,Bangalore,SaaS,"Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",Undisclosed,,2019
2797,Kratikal,Noida,Technology,"Gilda VC, Art Venture, Rajeev Chitrabhanu.","$1,000,000",Pre series A,2019
2798,Quantiphi,Unknown,AI & Tech,Multiples Alternate Asset Management,"$20,000,000",Series A,2019
2799,Lenskart,Delhi,E-commerce,SoftBank,"$275,000,000",Series G,2019
2800,Cub McPaws,Mumbai,E-commerce & AR,Venture Catalysts,Undisclosed,,2019
2801,Appnomic,Bangalore,SaaS,Avataar Ventures,"$22,000,000",,2019
2802,Kaleidofin,Chennai,Fintech,Oikocredit,"$5,000,000",Series A,2019
2803,JobSquare,Ahmedabad,HR tech,Titan Capital,"$140,500",,2019
2804,Open Secret,Unknown,Food tech,Matrix Partners,Undisclosed,,2019
2805,LivFin,Delhi,Fintech,German development finance institution DEG,"$5,000,000",,2019
2806,Byju's,Unknown,Edtech,"South Africa’s Naspers Ventures, the CPP Investment Board","$540,000,000",,2019
2807,Zest Money,Bangalore,Fintech,Goldman Sachs.,"$15,000,000",Series B,2019
2808,Witblox,Unknown,Edtech,Mumbai Angels Network,"$182,700",,2019
2809,Azah Personal Care Pvt. Ltd.,Gurugram,Health,"Kunal Bahl, Rohit Bansal.",Undisclosed,Pre series A,2019
2810,SalaryFits,Unknown,Fintech,Brazilian VC Fund Confrapar,"$5,000,000",,2019
2811,Pristyn Care,Gurugram,Healthcare,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.","$12,000,000",Series B,2019
2812,Springboard,Bengaluru,Edtech,Reach Capital,"$11,000,000",Post series A,2019
2813,DROR Labs Pvt. Ltd,Delhi,Safety tech,Inflection Point Ventures,Undisclosed,,2019
2814,Medlife,Bangalore,Pharmaceutical,Wilson Global Opportunities Fund,"$15,500,000",,2019
2815,Seekify,Delhi,SaaS,Sequoia Capita,"$1,500,000",Seed funding,2019
2816,Toffee Insurance,Haryana,Insurance technology,IVM Intersurer,"$5,500,000",Series A,2019
2817,Fireflies .ai,Unknown,AI,Canaan Partners,"$5,000,000",,2019
2818,HungerBox,Bangalore,Foodtech,"Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.","$12,000,000",Series C,2019
2819,Bijak,Gurugram,AgriTech,"Omnivore and Omidyar Network India, Sequoia Capital","$2,500,000",Seed fund,2019
2820,Licious,Bangalore,Food,Vertex Growth Fund,"$30,000,000",Series E,2019
2821,truMe,Unknown,IoT,Rajan Kaistha,"$140,000",,2019
2822,Pumpkart,Chandigarh,E-marketplace,Dinesh Dua,Undisclosed,,2019
2823,Asteria Aerospace,Bangalore,Robotics & AI,Reliance Industries,"$230,000,000",,2019
2824,Rivigo,Gurugram,Logistics,"SAIF Partners India VI Ltd, Spring Canter Investment Ltd","$20,000,000",Series F,2019
2825,HappyEasyGo,Gurugram,Travel,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners","$49,400,000",Series B+,2019
2826,Zetwerk,Bangalore,Manufacturing,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital","$32,000,000",Series B,2019
2827,Observe.AI,Bangalore,AI,Scale Venture Partners,"$26,000,000",Series A,2019
2828,Freshokartz,Jaipur,E-marketplace,ThinkLab,"$150,000",Pre series A,2019
2829,Lil’ Goodness and sCool meal,Bangalore,Food & Nutrition,"Sajan Pillai, Muthu Krishnan,","$400,000",,2019
2830,Trell,Bangalore,Social Media,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah","$2,000,000",Pre series A,2019
2831,VMate,Unknown,,Alibaba,"$100,000,000",,2019
2832,Bombay Shirt Company,Mumbai,E-commerce,Lightbox Ventures,"$8,000,000",,2019
